IncomeBucket,Year-1,GII,Year,Country,Code,Region,EducationIndexBucket,Date,GIvsEI,Country-3,Country-4,EI,Literacy-1,Net migration-1,Number of Records,Other-1,Phones-1,Pop. Density-1,Year-2,Year-3,FedPercent,GDPPercent,Year-4,HDI Rank (2015),Country-1,Region-1
LM,2010,0.569,2010,Lesotho,LSO,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,1.156504065,Lesotho,Lesotho,0.492,84.8,-0.74,1,89,23.73,66.62,2010,2010,22.9,null,2010,160,Lesotho,SUB-SAHARAN AFRICA
L,2010,0.661,2010,Liberia,LBR,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,1.6525,Liberia,Liberia,0.4,57.5,0,1,93.77,2.27,27.31,2010,2010,13.8,null,2010,177,Liberia,SUB-SAHARAN AFRICA
UM,2010,0.168,2010,Lithuania,LTU,BALTICS,High (0.780 - 0.939),1/1/10,0.19221968,Lithuania,Lithuania,0.874,99.6,-0.71,1,53.87,223.4,55,2010,2010,19.1,5.3,2010,37,Lithuania,BALTICS
H,2010,0.132,2010,Luxembourg,LUX,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.169230769,Luxembourg,Luxembourg,0.78,100,8.97,1,76.32,515.37,183.45,2010,2010,20,null,2010,20,Luxembourg,WESTERN EUROPE
L,2010,0.616,2010,Malawi,MWI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,1.412844037,Malawi,Malawi,0.436,62.7,0,1,75.13,7.89,109.84,2010,2010,20.8,4.4,2010,170,Malawi,SUB-SAHARAN AFRICA
UM,2010,0.308,2010,Malaysia,MYS,ASIA (EX. NEAR EAST),Upper-Medium (0.659 - 0.780),1/1/10,0.443804035,Malaysia,Malaysia,0.694,88.7,0,1,76.91,179.04,73.95,2010,2010,14,5,2010,59,Malaysia,ASIA (EX. NEAR EAST)
UM,2010,0.383,2010,Maldives,MDV,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/10,0.773737374,Maldives,Maldives,0.495,97.2,0,1,70,89.97,1196.69,2010,2010,6.5,null,2010,105,Maldives,ASIA (EX. NEAR EAST)
L,2010,0.677,2010,Mali,MLI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,2.452898551,Mali,Mali,0.276,46.4,-0.33,1,96.15,6.4,9.45,2010,2010,10.2,3.9,2010,175,Mali,SUB-SAHARAN AFRICA
H,2010,0.277,2010,Malta,MLT,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/10,0.3815427,Malta,Malta,0.726,92.8,2.07,1,68.74,504.98,1266.5,2010,2010,8.7,6.9,2010,33,Malta,WESTERN EUROPE
LM,2010,0.656,2010,Mauritania,MRT,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,1.940828402,Mauritania,Mauritania,0.338,41.7,0,1,99.51,12.9,3.08,2010,2010,19.2,3.6,2010,157,Mauritania,SUB-SAHARAN AFRICA
UM,2010,0.382,2010,Mauritius,MUS,SUB-SAHARAN AFRICA,Upper-Medium (0.659 - 0.780),1/1/10,0.575301205,Mauritius,Mauritius,0.664,85.6,-0.9,1,47.78,289.32,608.25,2010,2010,18.8,3.7,2010,64,Mauritius,SUB-SAHARAN AFRICA
UM,2010,0.401,2010,Mexico,MEX,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/10,0.637519873,Mexico,Mexico,0.629,92.2,-4.87,1,85.7,181.59,54.47,2010,2010,24.8,5.2,2010,77,Mexico,LATIN AMER. & CARIB
LM,2010,0.406,2010,Mongolia,MNG,ASIA (EX. NEAR EAST),Upper-Medium (0.659 - 0.780),1/1/10,0.554644809,Mongolia,Mongolia,0.732,97.8,0,1,99.23,55.08,1.81,2010,2010,3.9,4.6,2010,92,Mongolia,ASIA (EX. NEAR EAST)
LM,2010,0.563,2010,Morocco,MAR,NORTHERN AFRICA,"Low (
0.206 - 0.498)",1/1/10,1.245575221,Morocco,Morocco,0.452,51.7,-0.98,1,78.22,40.35,74.44,2010,2010,6.7,null,2010,123,Morocco,NORTHERN AFRICA
L,2010,0.617,2010,Mozambique,MOZ,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,1.667567568,Mozambique,Mozambique,0.37,47.8,0,1,94.6,3.54,24.56,2010,2010,39.2,null,2010,181,Mozambique,SUB-SAHARAN AFRICA
UM,2010,0.512,2010,Namibia,NAM,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/10,0.97338403,Namibia,Namibia,0.526,84,0,1,99.01,62.57,2.48,2010,2010,25,8.3,2010,125,Namibia,SUB-SAHARAN AFRICA
L,2010,0.537,2010,Nepal,NPL,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/10,1.212189616,Nepal,Nepal,0.443,45.2,0,1,77.68,15.86,192.19,2010,2010,33.2,4.7,2010,144,Nepal,ASIA (EX. NEAR EAST)
H,2010,0.054,2010,Netherlands,NLD,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.061926606,Netherlands,Netherlands,0.872,99,2.91,1,72.32,460.84,397.14,2010,2010,38.7,5.6,2010,7,Netherlands,WESTERN EUROPE
LM,2010,0.52,2010,Nicaragua,NIC,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/10,1,Nicaragua,Nicaragua,0.52,67.5,-1.22,1,82.12,39.66,43.01,2010,2010,20.7,4.5,2010,124,Nicaragua,LATIN AMER. & CARIB
L,2010,,2010,Niger,NER,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,,Niger,Niger,0.181,17.6,-0.67,1,96.45,1.92,9.89,2010,2010,null,3.7,2010,187,Niger,SUB-SAHARAN AFRICA
H,2010,0.075,2010,Norway,NOR,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.082781457,Norway,Norway,0.906,100,1.74,1,97.13,461.74,14.24,2010,2010,39.6,6.8,2010,1,Norway,WESTERN EUROPE
H,2010,0.323,2010,Oman,OMN,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/10,0.503115265,Oman,Oman,0.642,75.8,0.28,1,99.74,85.49,14.6,2010,2010,9,null,2010,52,Oman,NEAR EAST
LM,2010,0.57,2010,Pakistan,PAK,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/10,1.570247934,Pakistan,Pakistan,0.363,45.7,-2.77,1,71.26,31.83,206.24,2010,2010,21,2.3,2010,147,Pakistan,ASIA (EX. NEAR EAST)
UM,2010,0.515,2010,Panama,PAN,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/10,0.770958084,Panama,Panama,0.668,92.6,-0.91,1,90.66,137.91,40.81,2010,2010,8.5,null,2010,60,Panama,LATIN AMER. & CARIB
LM,2010,0.501,2010,Paraguay,PRY,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/10,0.83639399,Paraguay,Paraguay,0.599,94,-0.08,1,92.17,49.23,16,2010,2010,13.6,3.8,2010,110,Paraguay,LATIN AMER. & CARIB
UM,2010,0.406,2010,Peru,PER,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/10,0.611445783,Peru,Peru,0.664,90.9,-1.05,1,96.71,79.52,22.02,2010,2010,27.5,2.8,2010,87,Peru,LATIN AMER. & CARIB
LM,2010,0.449,2010,Philippines,PHL,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/10,0.719551282,Philippines,Philippines,0.624,92.6,-1.5,1,64.28,38.42,298.23,2010,2010,21.5,null,2010,116,Philippines,ASIA (EX. NEAR EAST)
H,2010,0.17,2010,Poland,POL,EASTERN EUROPE,High (0.780 - 0.939),1/1/10,0.208078335,Poland,Poland,0.817,99.8,-0.49,1,52.97,306.28,123.25,2010,2010,17.9,5.1,2010,36,Poland,EASTERN EUROPE
H,2010,0.141,2010,Portugal,PRT,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/10,0.19887165,Portugal,Portugal,0.709,93.3,3.57,1,70.44,399.21,114.79,2010,2010,27.4,5.4,2010,41,Portugal,WESTERN EUROPE
H,2010,0.579,2010,Qatar,QAT,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/10,0.903276131,Qatar,Qatar,0.641,82.5,16.29,1,98.09,232,77.41,2010,2010,0.1,4.5,2010,33,Qatar,NEAR EAST
UM,2010,0.358,2010,Romania,ROU,EASTERN EUROPE,High (0.780 - 0.939),1/1/10,0.45373891,Romania,Romania,0.789,98.4,-0.13,1,56.93,196.87,93.91,2010,2010,9.8,3.5,2010,50,Romania,EASTERN EUROPE
L,2010,0.444,2010,Rwanda,RWA,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,1.11,Rwanda,Rwanda,0.4,70.4,0,1,47.3,2.66,328.36,2010,2010,50.9,5,2010,159,Rwanda,SUB-SAHARAN AFRICA
LM,2010,0.456,2010,Samoa,WSM,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/10,0.658959538,Samoa,Samoa,0.692,99.7,-11.7,1,54.42,75.18,60.09,2010,2010,8.2,null,2010,104,Samoa,OCEANIA
LM,2010,0.575,2010,Senegal,SEN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,1.923076923,Senegal,Senegal,0.299,40.2,0.2,1,87.01,22.24,61.1,2010,2010,29.6,5.6,2010,162,Senegal,SUB-SAHARAN AFRICA
UM,2010,0.22,2010,Serbia,SRB,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/10,0.305555556,Serbia,Serbia,0.72,93,-1.33,1,63.45,285.79,106.34,2010,2010,21.6,4.6,2010,66,Serbia,EASTERN EUROPE
H,2010,0.099,2010,Singapore,SGP,ASIA (EX. NEAR EAST),High (0.780 - 0.939),1/1/10,0.123904881,Singapore,Singapore,0.799,92.5,11.53,1,98.36,411.38,6482.18,2010,2010,23.4,3.1,2010,5,Singapore,ASIA (EX. NEAR EAST)
H,2010,0.124,2010,Slovenia,SVN,EASTERN EUROPE,High (0.780 - 0.939),1/1/10,0.14368482,Slovenia,Slovenia,0.863,99.7,1.12,1,89.91,406.1,99.16,2010,2010,10.8,5.6,2010,25,Slovenia,EASTERN EUROPE
H,2010,0.113,2010,Spain,ESP,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.144132653,Spain,Spain,0.784,97.9,0.99,1,64.06,453.54,80.03,2010,2010,34.1,4.8,2010,27,Spain,WESTERN EUROPE
LM,2010,0.622,2010,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,2.080267559,Sudan,Sudan,0.299,61.1,-0.02,1,92.99,16.25,16.46,2010,2010,null,null,2010,181,Sudan,SUB-SAHARAN AFRICA
LM,2010,0.622,2010,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,2.080267559,Sudan,Sudan,0.299,61.1,-0.02,1,92.99,16.25,16.46,2010,2010,24.2,null,2010,181,Sudan,SUB-SAHARAN AFRICA
LM,2010,0.622,2010,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,2.080267559,Sudan,Sudan,0.299,61.1,-0.02,1,92.99,16.25,16.46,2010,2010,null,null,2010,165,Sudan,SUB-SAHARAN AFRICA
LM,2010,0.622,2010,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,2.080267559,Sudan,Sudan,0.299,61.1,-0.02,1,92.99,16.25,16.46,2010,2010,24.2,null,2010,165,Sudan,SUB-SAHARAN AFRICA
LM,2010,0.572,2010,Swaziland,SWZ,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/10,1.106382979,Swaziland,Swaziland,0.517,81.6,0,1,88.95,30.8,65.45,2010,2010,21.9,7,2010,148,Swaziland,SUB-SAHARAN AFRICA
H,2010,0.051,2010,Sweden,SWE,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.060642093,Sweden,Sweden,0.841,99,1.67,1,93.45,715.01,20.04,2010,2010,45,6.6,2010,14,Sweden,WESTERN EUROPE
H,2010,0.062,2010,Switzerland,CHE,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.070454545,Switzerland,Switzerland,0.88,99,4.05,1,88.97,680.89,182.22,2010,2010,27.6,4.9,2010,2,Switzerland,WESTERN EUROPE
L,2010,0.33,2010,Tajikistan,TJK,C.W. OF IND. STATES,Low-Medium (0.498 - 0.659),1/1/10,0.50304878,Tajikistan,Tajikistan,0.656,99.4,-2.86,1,92.47,33.49,51.16,2010,2010,17.5,4,2010,129,Tajikistan,C.W. OF IND. STATES
UM,2010,0.319,2010,Thailand,THA,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/10,0.520391517,Thailand,Thailand,0.613,92.6,0,1,64.18,108.85,125.74,2010,2010,14,3.5,2010,87,Thailand,ASIA (EX. NEAR EAST)
L,2010,0.598,2010,Togo,TGO,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,1.288793103,Togo,Togo,0.464,60.9,0,1,51.64,10.56,97.71,2010,2010,11.1,4.4,2010,166,Togo,SUB-SAHARAN AFRICA
LM,2010,0.673,2010,Tonga,TON,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/10,0.889035667,Tonga,Tonga,0.757,98.5,0,1,33.33,97.66,153.33,2010,2010,0.1,null,2010,101,Tonga,OCEANIA
UM,2010,0.309,2010,Tunisia,TUN,NORTHERN AFRICA,Low-Medium (0.498 - 0.659),1/1/10,0.496784566,Tunisia,Tunisia,0.622,74.2,-0.57,1,68.4,123.59,62.19,2010,2010,23.3,6.3,2010,97,Tunisia,NORTHERN AFRICA
UM,2010,0.426,2010,Turkey,TUR,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/10,0.68488746,Turkey,Turkey,0.622,86.5,0,1,65.76,269.52,90.21,2010,2010,9.1,null,2010,71,Turkey,NEAR EAST
LM,2010,,2010,Turkmenistan,TKM,C.W. OF IND. STATES,Low-Medium (0.498 - 0.659),1/1/10,,Turkmenistan,Turkmenistan,0.624,98,-0.86,1,96.14,74.58,10.33,2010,2010,16.8,null,2010,111,Turkmenistan,C.W. OF IND. STATES
L,2010,0.564,2010,Uganda,UGA,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,1.182389937,Uganda,Uganda,0.477,69.9,0,1,63.47,3.58,119.45,2010,2010,31.3,2.3,2010,163,Uganda,SUB-SAHARAN AFRICA
LM,2010,0.334,2010,Ukraine,UKR,C.W. OF IND. STATES,High (0.780 - 0.939),1/1/10,0.421185372,Ukraine,Ukraine,0.793,99.7,-0.39,1,42.18,259.94,77.37,2010,2010,8,null,2010,84,Ukraine,C.W. OF IND. STATES
UM,2010,0.327,2010,Uruguay,URY,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/10,0.461864407,Uruguay,Uruguay,0.708,98,-0.32,1,92.34,291.38,19.48,2010,2010,14.6,null,2010,54,Uruguay,LATIN AMER. & CARIB
LM,2010,0.324,2010,VietNam,VNM,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/10,0.555746141,VietNam,VietNam,0.583,90.3,-0.45,1,74.08,187.73,256.11,2010,2010,25.8,6.3,2010,115,VietNam,ASIA (EX. NEAR EAST)
LM,2010,0.553,2010,Zambia,ZMB,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/10,0.996396396,Zambia,Zambia,0.555,80.6,0,1,92.9,8.23,15.28,2010,2010,14,null,2010,139,Zambia,SUB-SAHARAN AFRICA
L,2010,0.581,2010,Zimbabwe,ZWE,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/10,1.110898662,Zimbabwe,Zimbabwe,0.523,90.7,0,1,91.34,26.8,31.33,2010,2010,17.9,2,2010,154,Zimbabwe,SUB-SAHARAN AFRICA
L,2011,0.713,2011,Afghanistan,AFG,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/11,1.866492147,Afghanistan,Afghanistan,0.382,36,23.06,1,87.65,3.22,47.96,2011,2011,27.6,4.1,2011,169,Afghanistan,ASIA (EX. NEAR EAST)
LM,2011,0.279,2011,Albania,ALB,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/11,0.397435897,Albania,Albania,0.702,86.5,-4.93,1,74.49,71.2,124.59,2011,2011,15.7,null,2011,75,Albania,EASTERN EUROPE
UM,2011,0.367,2011,Argentina,ARG,LATIN AMER. & CARIB,High (0.780 - 0.939),1/1/11,0.454770756,Argentina,Argentina,0.807,97.1,0.61,1,87.21,220.43,14.43,2011,2011,37.7,5,2011,45,Argentina,LATIN AMER. & CARIB
LM,2011,0.338,2011,Armenia,ARM,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/11,0.463013699,Armenia,Armenia,0.73,98.6,-6.47,1,80.15,195.71,99.88,2011,2011,8.4,3.1,2011,84,Armenia,C.W. OF IND. STATES
H,2011,0.133,2011,Australia,AUS,OCEANIA,High (0.780 - 0.939),1/1/11,0.142703863,Australia,Australia,0.932,100,3.98,1,93.41,565.53,2.64,2011,2011,29.2,5.1,2011,2,Australia,OCEANIA
H,2011,0.105,2011,Austria,AUT,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.130922693,Austria,Austria,0.802,98,2,1,82.23,452.22,97.69,2011,2011,28.7,5.6,2011,24,Austria,WESTERN EUROPE
UM,2011,0.319,2011,Azerbaijan,AZE,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/11,0.457675753,Azerbaijan,Azerbaijan,0.697,97,-4.9,1,77.66,137.08,91.94,2011,2011,16,2.4,2011,78,Azerbaijan,C.W. OF IND. STATES
H,2011,0.381,2011,Bahamas,BHS,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/11,0.534361851,Bahamas,Bahamas,0.713,95.6,-2.2,1,98.8,460.55,21.79,2011,2011,17.9,null,2011,58,Bahamas,LATIN AMER. & CARIB
H,2011,0.225,2011,Bahrain,BHR,NEAR EAST,Upper-Medium (0.659 - 0.780),1/1/11,0.320970043,Bahrain,Bahrain,0.701,89.1,1.05,1,91.55,281.28,1050.5,2011,2011,18.8,null,2011,47,Bahrain,NEAR EAST
L,2011,0.549,2011,Bangladesh,BGD,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/11,1.239277652,Bangladesh,Bangladesh,0.443,43.1,-0.71,1,34.82,7.26,1023.37,2011,2011,19.7,null,2011,139,Bangladesh,ASIA (EX. NEAR EAST)
H,2011,0.313,2011,Barbados,BRB,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/11,0.414569536,Barbados,Barbados,0.755,97.4,-0.31,1,60.46,481.94,649.45,2011,2011,19.6,null,2011,54,Barbados,LATIN AMER. & CARIB
UM,2011,0.148,2011,Belarus,BLR,C.W. OF IND. STATES,High (0.780 - 0.939),1/1/11,0.177884615,Belarus,Belarus,0.832,99.6,2.54,1,69.85,319.08,49.58,2011,2011,32.1,4.8,2011,52,Belarus,C.W. OF IND. STATES
H,2011,0.09,2011,Belgium,BEL,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.109090909,Belgium,Belgium,0.825,98,1.23,1,76.32,462.57,339.99,2011,2011,38.9,6.4,2011,22,Belgium,WESTERN EUROPE
LM,2011,0.411,2011,Belize,BLZ,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/11,0.589670014,Belize,Belize,0.697,94.1,0,1,95.44,115.73,12.53,2011,2011,11.1,null,2011,103,Belize,LATIN AMER. & CARIB
L,2011,0.627,2011,Benin,BEN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,1.694594595,Benin,Benin,0.37,40.9,0,1,79.52,9.7,69.82,2011,2011,8.4,null,2011,167,Benin,SUB-SAHARAN AFRICA
LM,2011,,2011,Bhutan,BTN,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/11,,Bhutan,Bhutan,0.419,42.2,0,1,96.48,14.34,48.5,2011,2011,13.9,4.7,2011,132,Bhutan,ASIA (EX. NEAR EAST)
UM,2011,0.486,2011,Botswana,BWA,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/11,0.751159196,Botswana,Botswana,0.647,79.8,0,1,99.34,80.5,2.73,2011,2011,7.9,null,2011,108,Botswana,SUB-SAHARAN AFRICA
UM,2011,0.448,2011,Brazil,BRA,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/11,0.715654952,Brazil,Brazil,0.626,86.4,-0.03,1,92.15,225.34,22.1,2011,2011,9.6,5.7,2011,79,Brazil,LATIN AMER. & CARIB
UM,2011,0.229,2011,Bulgaria,BGR,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/11,0.304521277,Bulgaria,Bulgaria,0.752,98.6,-4.58,1,58.06,336.27,66.59,2011,2011,20.8,3.6,2011,56,Bulgaria,EASTERN EUROPE
L,2011,0.499,2011,Burundi,BDI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,1.323607427,Burundi,Burundi,0.377,51.6,-0.06,1,50.93,3.42,290.7,2011,2011,34.9,6,2011,184,Burundi,SUB-SAHARAN AFRICA
L,2011,0.488,2011,Cambodia,KHM,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/11,1.091722595,Cambodia,Cambodia,0.447,69.4,0,1,78.43,2.62,76.68,2011,2011,18.5,null,2011,143,Cambodia,ASIA (EX. NEAR EAST)
LM,2011,0.618,2011,Cameroon,CMR,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,1.306553911,Cameroon,Cameroon,0.473,79,0,1,84.61,5.73,36.47,2011,2011,13.9,3.1,2011,153,Cameroon,SUB-SAHARAN AFRICA
H,2011,0.118,2011,Canada,CAN,NORTHERN AMERICA,High (0.780 - 0.939),1/1/11,0.1359447,Canada,Canada,0.868,97,5.96,1,95.02,552.16,3.31,2011,2011,27.7,5.3,2011,10,Canada,NORTHERN AMERICA
L,2011,,2011,Chad,TCD,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,,Chad,Chad,0.27,47.5,-0.11,1,97.12,1.31,7.74,2011,2011,12.8,2.3,2011,186,Chad,SUB-SAHARAN AFRICA
UM,2011,0.352,2011,Chile,CHL,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/11,0.463768116,Chile,Chile,0.759,96.2,0,1,96.93,212.96,21.31,2011,2011,13.9,4.1,2011,38,Chile,LATIN AMER. & CARIB
UM,2011,0.191,2011,China,CHN,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/11,0.325938567,China,China,0.586,90.9,-0.4,1,83.35,266.7,136.92,2011,2011,21.3,null,2011,90,China,ASIA (EX. NEAR EAST)
UM,2011,0.431,2011,Colombia,COL,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/11,0.712396694,Colombia,Colombia,0.605,92.5,-0.31,1,95.91,176.15,38.28,2011,2011,13.6,4.5,2011,95,Colombia,LATIN AMER. & CARIB
H,2011,0.142,2011,Croatia,HRV,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/11,0.183462532,Croatia,Croatia,0.774,98.5,1.58,1,71.65,420.38,79.49,2011,2011,23.8,4.2,2011,45,Croatia,EASTERN EUROPE
UM,2011,0.322,2011,Cuba,CUB,LATIN AMER. & CARIB,High (0.780 - 0.939),1/1/11,0.396551724,Cuba,Cuba,0.812,97,-1.58,1,59.35,74.67,102.68,2011,2011,45.2,null,2011,68,Cuba,LATIN AMER. & CARIB
H,2011,0.14,2011,Cyprus,CYP,NEAR EAST,Upper-Medium (0.659 - 0.780),1/1/11,0.183006536,Cyprus,Cyprus,0.765,97.6,0.43,1,87.77,,84.79,2011,2011,10.7,6.6,2011,33,Cyprus,NEAR EAST
H,2011,0.051,2011,Denmark,DNK,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.05483871,Denmark,Denmark,0.93,100,2.48,1,45.79,614.6,126.48,2011,2011,39.1,8.5,2011,5,Denmark,WESTERN EUROPE
UM,2011,0.424,2011,Ecuador,ECU,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/11,0.675159236,Ecuador,Ecuador,0.628,92.5,-8.58,1,89.22,125.6,47.78,2011,2011,32.3,4.3,2011,89,Ecuador,LATIN AMER. & CARIB
H,2011,0.171,2011,Estonia,EST,BALTICS,High (0.780 - 0.939),1/1/11,0.196100917,Estonia,Estonia,0.872,99.8,-3.16,1,83.51,333.75,29.28,2011,2011,19.8,5,2011,30,Estonia,BALTICS
L,2011,0.568,2011,Ethiopia,ETH,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,1.820512821,Ethiopia,Ethiopia,0.312,42.7,0,1,88.54,8.16,66.34,2011,2011,25.5,5.5,2011,174,Ethiopia,SUB-SAHARAN AFRICA
LM,2011,,2011,Fiji,FJI,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/11,,Fiji,Fiji,0.741,93.7,-3.14,1,84.4,112.59,49.59,2011,2011,null,4.2,2011,91,Fiji,OCEANIA
H,2011,0.072,2011,Finland,FIN,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.087697929,Finland,Finland,0.821,100,0.95,1,92.78,405.25,15.47,2011,2011,42.5,6.5,2011,23,Finland,WESTERN EUROPE
H,2011,0.123,2011,France,FRA,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.150735294,France,France,0.816,99,0.66,1,64.4,586.44,111.28,2011,2011,20.1,5.5,2011,21,France,WESTERN EUROPE
UM,2011,0.556,2011,Gabon,GAB,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/11,0.920529801,Gabon,Gabon,0.604,63.2,0,1,98.08,27.44,5.32,2011,2011,15.8,null,2011,109,Gabon,SUB-SAHARAN AFRICA
LM,2011,0.416,2011,Georgia,GEO,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/11,0.534017972,Georgia,Georgia,0.779,99,-4.7,1,84.7,146.56,66.88,2011,2011,6.6,2.7,2011,70,Georgia,C.W. OF IND. STATES
H,2011,0.092,2011,Germany,DEU,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.101882614,Germany,Germany,0.903,99,2.18,1,65.56,667.85,230.86,2011,2011,32.4,4.8,2011,4,Germany,WESTERN EUROPE
LM,2011,0.567,2011,Ghana,GHA,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/11,1.053903346,Ghana,Ghana,0.538,74.8,-0.64,1,74.07,14.35,93.58,2011,2011,8.3,8.1,2011,139,Ghana,SUB-SAHARAN AFRICA
H,2011,0.148,2011,Greece,GRC,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.182941904,Greece,Greece,0.809,97.5,2.35,1,70.12,589.72,81.01,2011,2011,18.7,null,2011,29,Greece,WESTERN EUROPE
LM,2011,0.531,2011,Guatemala,GTM,LATIN AMER. & CARIB,"Low (
0.206 - 0.498)",1/1/11,1.129787234,Guatemala,Guatemala,0.47,70.6,-1.67,1,82.43,92.09,112.9,2011,2011,13.3,2.9,2011,125,Guatemala,LATIN AMER. & CARIB
LM,2011,0.518,2011,Guyana,GUY,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/11,0.90877193,Guyana,Guyana,0.57,98.8,-2.07,1,97.41,143.5,3.57,2011,2011,31.3,3.6,2011,127,Guyana,LATIN AMER. & CARIB
